Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr9	0	0	0
chr9	367225	0.03134277577	0
chr9	390023	0.06809737698	0.0007145526019
chr9	405852	0.1007404607	0.001792465982
chr9	409826	0.1464923357	0.002192808573
chr9	425330	0.3959206107	0.004464025746
chr9	468518	0.4116047643	0.02156304508
chr9	468571	0.4462973591	0.02158486013
chr9	468688	0.6013959852	0.02163707692
chr9	469221	0.6786559217	0.02195762098
chr9	480154	0.7318490461	0.02937736618
chr9	502492	0.6740921283	0.04572541017
chr9	504607	0.6682594132	0.04715111502
chr9	504689	0.6647293294	0.04720591229
chr9	504692	0.6929150735	0.04720790648
chr9	504781	0.7211263247	0.04726957592
chr9	504805	0.7559875116	0.04728688295
chr9	504859	0.8145388415	0.04732770628
chr9	504937	0.8340946622	0.04739124031
chr9	505373	0.8543946812	0.04775490558
chr9	567566	0.7713939559	0.100892274
chr9	567916	0.8006193707	0.1011622619
chr9	626420	0.7117087374	0.1480016975
chr9	626548	0.7317983139	0.1480927963
chr9	627839	0.6614576432	0.1490375479
chr9	628031	0.7065338565	0.1491645477
chr9	646954	0.6827738347	0.1625342879
chr9	647832	0.6058682335	0.1631337633
chr9	653990	0.7303829172	0.1668646999
chr9	655063	0.8485164087	0.1676484008
chr9	655110	0.7679282135	0.1676882811
chr9	705199	1.560102069	0.2061530373
chr9	712983	1.224854041	0.2182968719
chr9	713024	1.114005741	0.2183470909
chr9	713128	1.891066454	0.2184629475
chr9	721734	1.799684345	0.2347374654
chr9	722086	1.963902507	0.2353709543
chr9	722221	1.947145023	0.2356360811
chr9	722289	1.927668708	0.235768487
chr9	722328	1.236673707	0.235843666
chr9	722421	1.243883825	0.2359586767
chr9	724040	0.4455424257	0.2379725246
chr9	771543	0.09912093793	0.2591371265
chr9	1081020	0.1487941383	0.289812777
chr9	1081104	0.1672219216	0.2898252757
chr9	1082100	0.1974020442	0.2899918287
chr9	1082125	0.1263634374	0.2899967638
chr9	1082733	0.7389559356	0.2900735927
chr9	1083356	0.8180403323	0.2905339623
chr9	1083457	0.849774189	0.2906165844
chr9	1083511	0.8685729335	0.2906624722
chr9	1083653	0.9059626905	0.2907858095
chr9	1083674	0.9346122195	0.2908048347
chr9	1083773	1.294459518	0.2908973613
chr9	1083952	1.405858126	0.2911290696
chr9	1083988	1.586604355	0.2911796805
chr9	1119271	0.8148461255	0.347159842
chr9	1216937	0.704381351	0.4267426037
chr9	1217057	0.6233006502	0.4268271294
chr9	1217197	0.6777024434	0.4269143915
chr9	1218130	0.7243421571	0.4275466879
chr9	1222578	0.6531227705	0.4307685618
chr9	1231657	0.5958851454	0.4366982634
chr9	1231678	0.602101247	0.436710777
chr9	1231717	0.6569322556	0.436734259
chr9	1309032	0.5604335457	0.4875249763
chr9	1309039	0.4868037926	0.4875288994
chr9	1309040	0.4679832674	0.4875293862
chr9	1309055	0.6374668287	0.4875364059
chr9	1309399	0.5914847107	0.4877556945
chr9	1309405	9.030506107	0.4877592434
chr9	1309863	9.040719285	0.4918952152
chr9	1309908	0.621421937	0.4923020476
chr9	1310434	0.7540703705	0.4926289155
chr9	1311172	0.7356425872	0.4931854194
chr9	1369954	0.7272550278	0.536427962
chr9	1427541	0.6548487113	0.5783083973
chr9	1427545	0.58286619	0.5783110167
chr9	1427553	0.6008379274	0.5783156796
chr9	1427586	0.4893394332	0.5783355073
chr9	1427609	0.4805752132	0.5783467621
chr9	1427625	0.5333653775	0.5783544513
chr9	1427680	0.5543756428	0.5783837864
chr9	1613623	0.5933493978	0.6814660565
chr9	1613625	0.6329308009	0.6814672432
chr9	1613685	0.7061587368	0.6815052191
chr9	1693202	0.8694928309	0.7376568433
chr9	1693315	0.9200011558	0.737755096
chr9	1699638	1.087311466	0.7435722633
chr9	1699656	1.108636352	0.7435918349
chr9	1720733	1.130715906	0.7669585633
chr9	1720734	1.120408723	0.766959694
chr9	1720737	3.056134201	0.7669630553
chr9	1720743	3.110314007	0.7669813921
chr9	1724956	1.996560368	0.780085145
chr9	1724978	2.023599875	0.7801290693
chr9	1725110	1.263525536	0.7803961845
chr9	1801022	1.284530056	0.876312935
chr9	1801085	1.327522418	0.8763938604
chr9	1826968	1.56549918	0.9107541232
chr9	1835382	2.048370649	0.9239262333
chr9	1840671	2.059186672	0.9347600656
chr9	1867284	2.14041367	0.9895612005
chr9	1896874	4.844511386	1.052896041
chr9	1896918	4.684778948	1.0531092
