Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr7	0	0	0
chr7	180658	0.03391193538	0
chr7	180729	0.04704246528	2.407747412e-06
chr7	293130	0.02001101739	0.005290027887
chr7	471208	0.006880487489	0.008853549843
chr7	472097	1.147132564	0.008859666596
chr7	475016	1.162028942	0.01220814655
chr7	475442	0.03233387876	0.01270317088
chr7	476463	0.05789508788	0.01273618377
chr7	567723	0.08122988868	0.01801968949
chr7	731061	0.1024628968	0.03128761705
chr7	731176	0.06415381825	0.03129940028
chr7	836630	0.02802443182	0.03806467703
chr7	836732	0.09697693941	0.03806753552
chr7	837672	0.2191976974	0.03815869384
chr7	837870	0.3149702824	0.03820209499
chr7	838286	0.4117538393	0.03833312263
chr7	838349	0.5363379712	0.03835906312
chr7	844265	1.025410107	0.04153203856
chr7	846083	1.046715789	0.04339623413
chr7	846187	1.052719937	0.04350509257
chr7	846263	1.074046824	0.04358509929
chr7	847472	1.088664762	0.0448836219
chr7	868879	0.9664440043	0.06818866847
chr7	868964	1.029357162	0.06827081621
chr7	869000	1.372386499	0.06830787306
chr7	877666	1.626354116	0.08020097446
chr7	877695	1.579328351	0.08024813873
chr7	878408	1.355906672	0.08137419985
chr7	878557	1.772802798	0.08157622994
chr7	879066	1.801846197	0.08247858657
chr7	879071	1.9215131	0.0824875958
chr7	880119	1.607224096	0.08450134153
chr7	880446	1.633568503	0.0850269038
chr7	909571	1.390931525	0.1326045865
chr7	909869	1.424253878	0.133019084
chr7	909921	1.457367934	0.1330931452
chr7	910944	0.8883399222	0.1345840326
chr7	911080	0.4815615464	0.1347048469
chr7	911138	0.3676112836	0.1347327774
chr7	911189	0.5555305655	0.1347515256
chr7	911202	0.6225035192	0.1347587475
chr7	911462	0.6561305255	0.1349205984
chr7	911787	0.8583240571	0.1351338409
chr7	912716	0.8710976054	0.1359312239
chr7	1024308	0.7700165621	0.2331387479
chr7	1024331	0.6165841882	0.2331564583
chr7	1024794	0.5158951908	0.2334419367
chr7	1024887	0.4607697587	0.233489915
chr7	1025103	0.2127009699	0.2335894413
chr7	1025105	0.1655047861	0.2335898667
chr7	1025156	0.2460301564	0.2335983074
chr7	1025205	0.2948661917	0.2336103629
chr7	1025226	0.2348989288	0.2336165551
chr7	1025721	0.6258774717	0.23373283
chr7	1025739	0.9031404207	0.2337440958
chr7	1026444	1.086579782	0.2343808098
chr7	1058625	0.7022057996	0.2693480338
chr7	1058988	1.362190182	0.2696029345
chr7	1079300	1.889263014	0.2972717415
chr7	1079829	2.276363971	0.2982711616
chr7	1103183	2.328501092	0.3514333658
chr7	1103263	3.249437337	0.3516196459
chr7	1103306	3.094684999	0.3517593717
chr7	1106376	3.068714042	0.3612600546
chr7	1106498	3.24652397	0.3616344378
chr7	1106623	2.528605859	0.3620402533
chr7	1106624	3.151731747	0.3620427819
chr7	1113396	3.59237274	0.3833863092
chr7	1113472	4.015564743	0.3836593296
chr7	1113957	4.031955637	0.3856068785
chr7	1116335	3.812053717	0.395194869
