Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr6	0	0	0
chr6	248270	0.0359629567	0
chr6	250098	0.03739062915	6.574028486e-05
chr6	278231	0.1538583938	0.001117650855
chr6	377502	0.1166569784	0.01639132747
chr6	377562	0.05785582307	0.01639832689
chr6	377593	0.06870483964	0.01640012042
chr6	380063	0.07568410364	0.01656982137
chr6	380078	0.08053808639	0.01657095663
chr6	380151	0.04430357193	0.01657683591
chr6	380210	0.05041447719	0.01657944982
chr6	381324	0.05653315822	0.01663561155
chr6	381468	0.08664708066	0.01664375233
chr6	381516	0.09976160806	0.01664791139
chr6	617817	0.1068217011	0.04022167913
chr6	761575	0.1146665422	0.05557815324
chr6	761783	0.1553988114	0.05560200388
chr6	762335	0.1643481309	0.05568778403
chr6	786808	0.1944157212	0.05970987583
chr6	811479	0.2321894252	0.06450630609
chr6	909205	0.2123594257	0.08719724986
chr6	909206	0.2177715409	0.08719746222
chr6	909246	0.1799978369	0.08720617308
chr6	909260	0.2290530249	0.08720869305
chr6	909605	0.2221118158	0.08728771634
chr6	909632	0.1833379352	0.08729371336
chr6	909816	0.1763475477	0.08732744754
chr6	910205	0.1926572479	0.08739604674
chr6	984453	0.1865326814	0.1017004621
chr6	984543	0.1191187958	0.10171725
chr6	984889	0.1130001148	0.1017584651
chr6	993372	0.107002798	0.1027170451
chr6	993804	1.642091689	0.1027632703
chr6	993824	1.656447849	0.1027961121
chr6	996202	0.1006514976	0.1067351451
chr6	996460	0.09464650611	0.1067611132
chr6	1136587	0.07837446225	0.1200236442
chr6	1136627	0.08994429662	0.1200267792
chr6	1136628	0.1406827268	0.1200268691
chr6	1136636	0.2132459328	0.1200279946
chr6	1136643	0.2629670038	0.1200294873
chr6	1138774	0.258115304	0.12058987
chr6	1140901	0.2413383611	0.1211388812
chr6	1219950	0.5150171602	0.1402164373
chr6	1231727	0.5622563957	0.1462817944
chr6	1232333	0.5544115545	0.1466225218
chr6	1233444	0.3848453128	0.147238473
